Target,Subdomain,IP,ASN,ISP,Organization,Country,Region,City,Latitude,Longuitude,TimeZone,User
galicia.ar,r174.email.galicia.ar,130.248.180.174,AS15224 Adobe Inc.,Adobe Inc.,Adobe Systems Inc,United States,California,San Jose,37.3303,-121.894,America/Los_Angeles,user
galicia.ar,mkt.galicia.ar,13.58.148.83,"AS16509 Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-2),United States,Ohio,Dublin,40.0992,-83.1141,America/New_York,user
galicia.ar,t.email.galicia.ar,104.208.217.236,AS8075 Microsoft Corporation,Microsoft Corporation,Microsoft Azure Cloud (eastus2),United States,Virginia,Ashburn,39.0438,-77.4874,America/New_York,user
galicia.ar,r162.email.galicia.ar,130.248.180.162,AS15224 Adobe Inc.,Adobe Inc.,Adobe Systems Inc,United States,California,San Jose,37.3303,-121.894,America/Los_Angeles,user
galicia.ar,r167.email.galicia.ar,130.248.180.167,AS15224 Adobe Inc.,Adobe Inc.,Adobe Systems Inc,United States,California,San Jose,37.3303,-121.894,America/Los_Angeles,user
galicia.ar,email.galicia.ar,192.243.228.1,AS15224 Adobe Inc.,Adobe Inc.,Adobe Inc,Andorra,Andorra la Vella,Andorra la Vella,42.5063,1.52184,Europe/Andorra,user
galicia.ar,r161.email.galicia.ar,130.248.180.161,AS15224 Adobe Inc.,Adobe Inc.,Adobe Systems Inc,United States,California,San Jose,37.3303,-121.894,America/Los_Angeles,user
galicia.ar,r170.email.galicia.ar,130.248.180.170,AS15224 Adobe Inc.,Adobe Inc.,Adobe Systems Inc,United States,California,San Jose,37.3303,-121.894,America/Los_Angeles,user
galicia.ar,r160.email.galicia.ar,130.248.180.160,AS15224 Adobe Inc.,Adobe Inc.,Adobe Systems Inc,United States,California,San Jose,37.3303,-121.894,America/Los_Angeles,user
galicia.ar,relay.galicia.ar,161.190.1.5,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,empleos.galicia.com.ar,157.133.241.175,AS266600 SAP BRASIL LTDA.,Sybase,SAP Brazil,Brazil,Sao Paulo,Taboao da Serra,-23.622,-46.7012,America/Sao_Paulo,user
galicia.com.ar,relay.galicia.com.ar,161.190.1.5,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,miorbitag.galicia.com.ar,161.190.1.114,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,invitarcontacto.galicia.com.ar,161.190.1.119,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,localhost.galicia.com.ar,127.0.0.1,Null,Null,Null,Null,Null,Null,Null,Null,Null,user
galicia.com.ar,mail.galicia.com.ar,161.190.1.5,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,news.galicia.com.ar,161.190.1.5,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,mi.galicia.com.ar,161.190.1.4,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,pedirdinero.galicia.com.ar,161.190.1.71,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,www.galicia.com.ar,161.190.1.4,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,inet.galicia.com.ar,161.190.1.254,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,apps.galicia.com.ar,161.190.1.65,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
galicia.com.ar,wsec06.galicia.com.ar,161.190.1.33,AS13474 Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires,Banco de Galicia y Buenos Aires S.A,Argentina,Buenos Aires F.D.,Buenos Aires,-34.6022,-58.3845,America/Argentina/Buenos_Aires,user
